Path,CarProfile,Velocity,Translation,Rotation,Head_Z_Acceleration_abs_max,Head_X_Acceleration_abs_max,Head_Y_Acceleration_abs_max,Max_Z_Acceleration,Min_Z_Acceleration,Max_Z_Acceleration_Index,Min_Z_Acceleration_Index
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=0_pos=initial.txt,FCR,100,-200,0,36.081,7.578,17.539,36.081,-9.191,63,32
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=120_pos=initial.txt,FCR,100,-200,120,103.348,179.802,54.333,103.348,-29.596,121,124
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=150_pos=initial.txt,FCR,100,-200,150,74.161,77.655,72.795,74.161,-10.506,124,161
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=180_pos=initial.txt,FCR,100,-200,180,35.33,13.216,13.956,35.33,-7.996,67,33
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=210_pos=initial.txt,FCR,100,-200,210,42.322,138.277,19.926,42.322,-24.955,128,125
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=240_pos=initial.txt,FCR,100,-200,240,65.935,136.515,38.005,38.034,-65.935,53,294
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=270_pos=initial.txt,FCR,100,-200,270,141.311,391.28,11.465,64.859,-141.311,103,100
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=300_pos=initial.txt,FCR,100,-200,300,100.702,453.532,31.697,48.792,-100.702,95,111
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=30_pos=initial.txt,FCR,100,-200,30,58.451,119.153,65.954,58.451,-14.619,124,209
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=330_pos=initial.txt,FCR,100,-200,330,37.944,104.015,34.352,37.944,-13.694,123,167
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=60_pos=initial.txt,FCR,100,-200,60,97.543,173.871,21.538,97.543,-29.608,110,124
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=90_pos=initial.txt,FCR,100,-200,90,225.633,407.683,28.0,225.633,-53.629,113,118
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=0_pos=initial.txt,FCR,100,-400,0,39.748,16.079,37.595,39.748,-10.427,71,275
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=120_pos=initial.txt,FCR,100,-400,120,98.207,131.307,38.231,98.207,-21.34,116,279
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=150_pos=initial.txt,FCR,100,-400,150,48.903,72.442,64.163,48.903,-20.361,137,154
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=180_pos=initial.txt,FCR,100,-400,180,40.141,10.586,31.508,40.141,-18.565,69,219
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=210_pos=initial.txt,FCR,100,-400,210,44.186,114.125,18.248,29.428,-44.186,68,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=240_pos=initial.txt,FCR,100,-400,240,54.76,139.576,46.107,54.76,-28.916,117,136
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=270_pos=initial.txt,FCR,100,-400,270,78.385,640.494,469.498,78.385,-67.877,117,111
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=300_pos=initial.txt,FCR,100,-400,300,42.044,130.775,40.369,42.044,-23.217,117,103
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=30_pos=initial.txt,FCR,100,-400,30,75.507,158.642,29.025,75.507,-15.369,119,215
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=330_pos=initial.txt,FCR,100,-400,330,40.298,105.245,41.45,40.298,-10.974,124,156
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=60_pos=initial.txt,FCR,100,-400,60,94.494,171.326,22.741,94.494,-34.751,114,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=90_pos=initial.txt,FCR,100,-400,90,279.207,549.104,78.145,279.207,-48.079,118,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=0_pos=initial.txt,FCR,100,0,0,35.876,8.668,15.693,35.876,-16.082,63,214
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=120_pos=initial.txt,FCR,100,0,120,89.148,162.061,33.486,89.148,-6.533,113,170
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=150_pos=initial.txt,FCR,100,0,150,53.074,96.138,62.534,53.074,-9.813,128,235
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=180_pos=initial.txt,FCR,100,0,180,38.989,10.453,18.201,38.989,-9.915,71,206
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=210_pos=initial.txt,FCR,100,0,210,49.242,113.946,40.938,49.242,-25.937,146,150
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=240_pos=initial.txt,FCR,100,0,240,40.828,130.04,19.104,40.828,-25.74,147,105
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=270_pos=initial.txt,FCR,100,0,270,108.427,260.134,9.365,55.498,-108.427,53,101
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=300_pos=initial.txt,FCR,100,0,300,50.469,135.171,7.848,33.244,-50.469,53,115
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=30_pos=initial.txt,FCR,100,0,30,61.552,104.038,72.927,61.552,-9.761,136,197
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=60_pos=initial.txt,FCR,100,0,60,118.877,176.023,42.351,118.877,-24.335,109,138
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=90_pos=initial.txt,FCR,100,0,90,268.663,436.807,12.609,268.663,-56.811,112,122
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=0_pos=initial.txt,FCR,100,200,0,35.419,10.302,22.219,35.419,-6.878,64,219
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=120_pos=initial.txt,FCR,100,200,120,110.842,168.178,18.796,110.842,-24.025,110,127
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=150_pos=initial.txt,FCR,100,200,150,56.929,127.822,58.557,56.929,-7.921,123,218
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=180_pos=initial.txt,FCR,100,200,180,39.409,14.08,30.985,39.409,-16.579,68,242
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=210_pos=initial.txt,FCR,100,200,210,36.666,104.571,37.315,36.666,-11.621,125,159
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=240_pos=initial.txt,FCR,100,200,240,53.554,386.643,17.983,53.554,-24.319,111,122
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=270_pos=initial.txt,FCR,100,200,270,52.566,290.154,41.94,52.566,-48.134,104,106
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=300_pos=initial.txt,FCR,100,200,300,49.779,141.093,26.447,42.382,-49.779,121,287
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=30_pos=initial.txt,FCR,100,200,30,48.316,90.086,74.931,48.316,-12.682,126,33
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=60_pos=initial.txt,FCR,100,200,60,131.314,188.38,44.01,131.314,-13.111,110,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=90_pos=initial.txt,FCR,100,200,90,119.023,290.804,25.897,119.023,-111.349,106,119
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=0_pos=initial.txt,FCR,100,400,0,35.547,13.321,46.214,35.547,-8.555,73,213
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=120_pos=initial.txt,FCR,100,400,120,90.151,148.163,26.934,90.151,-17.113,121,214
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=180_pos=initial.txt,FCR,100,400,180,40.82,24.744,34.188,40.82,-17.841,77,257
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=210_pos=initial.txt,FCR,100,400,210,44.821,85.239,42.462,44.821,-18.025,122,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=240_pos=initial.txt,FCR,100,400,240,50.813,151.382,90.192,44.264,-50.813,121,123
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=270_pos=initial.txt,FCR,100,400,270,71.577,290.828,139.766,64.271,-71.577,121,119
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=300_pos=initial.txt,FCR,100,400,300,39.316,323.554,174.202,39.316,-26.084,101,110
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=30_pos=initial.txt,FCR,100,400,30,71.727,69.569,55.087,71.727,-16.145,142,36
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=330_pos=initial.txt,FCR,100,400,330,29.295,112.3,28.217,29.295,-26.697,75,132
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=60_pos=initial.txt,FCR,100,400,60,93.193,152.639,47.612,93.193,-13.518,116,144
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=90_pos=initial.txt,FCR,100,400,90,114.258,147.014,27.585,114.258,-12.26,116,137
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=0_pos=initial.txt,FCR,20,-200,0,37.961,7.347,25.895,37.961,-7.2,66,32
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=120_pos=initial.txt,FCR,20,-200,120,93.625,131.223,46.987,93.625,-11.634,111,148
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=150_pos=initial.txt,FCR,20,-200,150,70.979,71.046,56.976,70.979,-10.327,141,199
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=180_pos=initial.txt,FCR,20,-200,180,35.712,10.098,24.598,35.712,-12.632,68,33
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=210_pos=initial.txt,FCR,20,-200,210,31.248,117.873,14.69,31.248,-22.026,69,159
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=240_pos=initial.txt,FCR,20,-200,240,52.973,135.999,9.252,33.617,-52.973,50,115
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=270_pos=initial.txt,FCR,20,-200,270,96.877,414.354,17.142,96.877,-66.113,106,99
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=300_pos=initial.txt,FCR,20,-200,300,71.408,115.846,14.292,30.965,-71.408,55,114
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=30_pos=initial.txt,FCR,20,-200,30,60.901,123.798,61.865,60.901,-11.385,121,201
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=330_pos=initial.txt,FCR,20,-200,330,42.51,100.687,35.992,42.51,-22.0,146,161
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=60_pos=initial.txt,FCR,20,-200,60,103.579,150.703,14.953,103.579,-18.991,111,176
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=90_pos=initial.txt,FCR,20,-200,90,151.774,228.091,32.319,151.774,-81.846,114,119
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=0_pos=initial.txt,FCR,20,-400,0,42.021,17.028,30.581,42.021,-12.156,70,253
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=120_pos=initial.txt,FCR,20,-400,120,95.474,142.538,38.145,95.474,-8.256,116,257
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=150_pos=initial.txt,FCR,20,-400,150,56.088,67.812,55.599,56.088,-17.564,138,160
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=180_pos=initial.txt,FCR,20,-400,180,36.592,14.357,31.916,36.592,-8.169,67,220
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=210_pos=initial.txt,FCR,20,-400,210,28.576,111.973,23.417,28.576,-19.603,68,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=240_pos=initial.txt,FCR,20,-400,240,42.157,131.17,28.074,37.009,-42.157,58,119
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=270_pos=initial.txt,FCR,20,-400,270,61.985,218.433,107.371,43.018,-61.985,53,113
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=300_pos=initial.txt,FCR,20,-400,300,35.585,99.598,37.1,35.585,-21.064,101,120
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=30_pos=initial.txt,FCR,20,-400,30,66.795,104.7,23.105,66.795,-8.853,132,237
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=330_pos=initial.txt,FCR,20,-400,330,45.514,115.294,48.56,45.514,-32.57,121,127
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=60_pos=initial.txt,FCR,20,-400,60,91.937,169.282,16.704,91.937,-9.015,119,300
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=90_pos=initial.txt,FCR,20,-400,90,107.259,203.81,28.138,107.259,-39.486,111,125
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=0_pos=initial.txt,FCR,20,0,0,37.034,10.926,17.37,37.034,-17.234,70,203
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=120_pos=initial.txt,FCR,20,0,120,94.699,144.387,19.98,94.699,-6.231,111,174
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=150_pos=initial.txt,FCR,20,0,150,67.151,88.873,62.872,67.151,-8.994,134,177
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=180_pos=initial.txt,FCR,20,0,180,39.319,10.496,15.658,39.319,-9.02,66,214
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=210_pos=initial.txt,FCR,20,0,210,38.816,120.603,37.779,38.816,-19.834,117,122
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=240_pos=initial.txt,FCR,20,0,240,41.583,116.851,12.161,41.583,-37.797,172,115
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=270_pos=initial.txt,FCR,20,0,270,63.85,218.754,7.003,52.657,-63.85,52,97
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=300_pos=initial.txt,FCR,20,0,300,55.916,149.472,10.635,33.201,-55.916,98,115
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=30_pos=initial.txt,FCR,20,0,30,84.705,87.841,67.733,84.705,-11.176,137,29
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=330_pos=initial.txt,FCR,20,0,330,36.129,123.659,25.863,36.129,-20.787,117,122
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=60_pos=initial.txt,FCR,20,0,60,107.089,166.92,25.156,107.089,-7.601,111,146
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=90_pos=initial.txt,FCR,20,0,90,259.699,312.283,21.368,259.699,-101.295,114,117
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=0_pos=initial.txt,FCR,20,200,0,35.261,10.19,25.315,35.261,-8.812,64,204
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=120_pos=initial.txt,FCR,20,200,120,107.871,188.096,20.339,107.871,-28.972,111,126
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=150_pos=initial.txt,FCR,20,200,150,60.542,116.035,44.978,60.542,-11.132,123,241
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=180_pos=initial.txt,FCR,20,200,180,39.684,14.412,31.049,39.684,-23.424,68,248
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=210_pos=initial.txt,FCR,20,200,210,65.115,103.435,44.299,65.115,-25.575,146,153
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=240_pos=initial.txt,FCR,20,200,240,91.601,399.885,18.934,83.621,-91.601,120,109
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=270_pos=initial.txt,FCR,20,200,270,57.317,708.411,261.268,57.317,-56.025,111,117
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=300_pos=initial.txt,FCR,20,200,300,57.143,131.184,25.214,36.777,-57.143,51,116
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=30_pos=initial.txt,FCR,20,200,30,81.203,85.048,72.508,81.203,-16.506,141,33
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=330_pos=initial.txt,FCR,20,200,330,31.58,117.448,18.451,28.304,-31.58,69,126
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=60_pos=initial.txt,FCR,20,200,60,99.525,154.839,37.85,99.525,-6.782,116,149
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=90_pos=initial.txt,FCR,20,200,90,166.025,288.205,20.149,166.025,-23.225,116,127
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=0_pos=initial.txt,FCR,20,400,0,38.938,15.144,31.093,38.938,-13.626,70,197
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=120_pos=initial.txt,FCR,20,400,120,118.444,214.863,45.582,118.444,-9.937,119,136
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=150_pos=initial.txt,FCR,20,400,150,67.066,101.651,16.041,67.066,-10.241,128,242
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=180_pos=initial.txt,FCR,20,400,180,40.91,13.882,26.236,40.91,-8.146,72,207
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=210_pos=initial.txt,FCR,20,400,210,47.783,105.247,52.886,47.783,-18.506,125,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=240_pos=initial.txt,FCR,20,400,240,40.413,115.682,61.449,40.413,-37.811,105,124
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=270_pos=initial.txt,FCR,20,400,270,66.603,138.406,42.606,53.935,-66.603,106,121
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=300_pos=initial.txt,FCR,20,400,300,43.575,245.114,100.05,43.575,-35.3,103,108
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=30_pos=initial.txt,FCR,20,400,30,74.819,65.959,65.288,74.819,-17.594,146,36
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=330_pos=initial.txt,FCR,20,400,330,62.207,123.796,36.35,27.844,-62.207,75,131
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=60_pos=initial.txt,FCR,20,400,60,93.164,150.255,48.465,93.164,-17.12,117,222
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=90_pos=initial.txt,FCR,20,400,90,123.265,162.585,52.838,123.265,-16.501,109,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-200_rot=0_pos=initial.txt,FCR,40,-200,0,37.272,7.101,24.914,37.272,-7.885,70,32
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-200_rot=120_pos=initial.txt,FCR,40,-200,120,92.38,155.559,38.124,92.38,-11.393,111,146
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-200_rot=150_pos=initial.txt,FCR,40,-200,150,54.147,73.679,62.471,54.147,-12.156,133,199
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-200_rot=180_pos=initial.txt,FCR,40,-200,180,35.266,18.845,45.825,35.266,-8.711,66,224
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-200_rot=210_pos=initial.txt,FCR,40,-200,210,37.544,109.463,16.036,30.334,-37.544,120,124
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-200_rot=240_pos=initial.txt,FCR,40,-200,240,34.824,144.846,18.554,32.935,-34.824,53,297
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-200_rot=270_pos=initial.txt,FCR,40,-200,270,74.324,307.569,27.35,50.615,-74.324,51,102
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-200_rot=300_pos=initial.txt,FCR,40,-200,300,64.688,123.764,19.594,42.766,-64.688,128,115
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-200_rot=30_pos=initial.txt,FCR,40,-200,30,62.773,116.575,55.969,62.773,-15.265,121,198
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-200_rot=330_pos=initial.txt,FCR,40,-200,330,36.501,105.336,37.717,36.501,-12.893,119,126
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-200_rot=60_pos=initial.txt,FCR,40,-200,60,94.633,162.084,21.46,94.633,-10.09,111,176
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-200_rot=90_pos=initial.txt,FCR,40,-200,90,136.662,299.535,20.917,136.662,-74.173,114,119
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-400_rot=0_pos=initial.txt,FCR,40,-400,0,40.579,22.123,47.023,40.579,-7.374,71,278
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-400_rot=120_pos=initial.txt,FCR,40,-400,120,97.312,143.404,43.572,97.312,-6.447,116,293
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-400_rot=150_pos=initial.txt,FCR,40,-400,150,51.686,87.824,77.097,51.686,-14.435,133,155
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-400_rot=180_pos=initial.txt,FCR,40,-400,180,37.265,9.982,30.688,37.265,-12.939,67,201
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-400_rot=210_pos=initial.txt,FCR,40,-400,210,58.027,105.282,23.708,31.123,-58.027,131,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-400_rot=240_pos=initial.txt,FCR,40,-400,240,47.527,123.771,35.907,40.581,-47.527,122,119
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-400_rot=270_pos=initial.txt,FCR,40,-400,270,41.07,189.932,38.621,41.07,-32.725,53,106
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-400_rot=300_pos=initial.txt,FCR,40,-400,300,53.469,207.506,22.476,53.469,-41.717,126,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-400_rot=30_pos=initial.txt,FCR,40,-400,30,65.992,149.46,25.215,65.992,-16.573,124,195
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-400_rot=330_pos=initial.txt,FCR,40,-400,330,39.211,116.729,46.815,39.211,-14.908,124,127
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-400_rot=60_pos=initial.txt,FCR,40,-400,60,99.822,165.787,11.958,99.822,-14.525,115,134
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-400_rot=90_pos=initial.txt,FCR,40,-400,90,111.48,178.842,35.879,111.48,-37.382,113,126
